,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,291,2020.0,10.0,3.0,0.0,30.0,32.3,2.8,0.7,0.0,3627634.0,0.006,-0.231,-0.005,294.6,33.15,20.04
p1,292,2020.0,10.0,3.0,0.0,30.0,32.4,2.8,0.7,0.0,3627635.0,0.003,-0.231,-0.005,294.6,33.13,20.06
p1,293,2020.0,10.0,3.0,0.0,30.0,32.5,2.8,0.7,0.0,3627636.0,0.004,-0.231,-0.005,294.6,33.16,20.05
p1,294,2020.0,10.0,3.0,0.0,30.0,32.6,2.8,0.7,0.0,3627637.0,-0.026000000000000002,-0.152,0.016,294.6,33.16,20.04
p1,295,2020.0,10.0,3.0,0.0,30.0,32.7,2.8,0.7,0.0,3627638.0,-0.025,-0.152,0.016,294.6,33.16,20.03
p1,296,2020.0,10.0,3.0,0.0,30.0,32.8,2.8,0.7,0.0,3627639.0,-0.015,-0.231,0.006,294.5,33.14,20.05
p1,297,2020.0,10.0,3.0,0.0,30.0,32.9,2.8,0.7,0.0,3627640.0,-0.016,-0.231,0.006999999999999999,294.5,33.13,20.05
p1,298,2020.0,10.0,3.0,0.0,30.0,33.0,2.8,0.7,0.0,3627641.0,-0.016,-0.231,0.005,294.5,33.14,20.06
p1,299,2020.0,10.0,3.0,0.0,30.0,33.1,2.8,0.7,0.0,3627642.0,-0.046,-0.191,-0.006,294.5,33.16,20.05
p1,300,2020.0,10.0,3.0,0.0,30.0,33.2,2.8,0.7,0.0,3627643.0,-0.046,-0.19,-0.005,294.5,33.16,20.04
p1,301,2020.0,10.0,3.0,0.0,30.0,33.3,2.8,0.7,0.0,3627644.0,-0.026000000000000002,-0.152,0.015,294.5,33.16,20.03
p1,302,2020.0,10.0,3.0,0.0,30.0,33.4,2.8,0.7,0.0,3627645.0,-0.025,-0.153,0.015,294.5,33.13,20.05
p1,303,2020.0,10.0,3.0,0.0,30.0,33.5,2.8,0.7,0.0,3627646.0,-0.026000000000000002,-0.153,0.017,294.5,33.14,20.05
p1,304,2020.0,10.0,3.0,0.0,30.0,33.6,2.8,0.7,0.0,3627647.0,-0.017,-0.231,0.006999999999999999,294.5,33.18,20.11
p1,305,2020.0,10.0,3.0,0.0,30.0,33.7,2.8,0.7,0.0,3627648.0,-0.017,-0.231,0.005,294.5,33.16,20.05
p1,306,2020.0,10.0,3.0,0.0,30.0,33.8,2.8,0.7,0.0,3627649.0,-0.066,-0.153,-0.005,294.5,33.16,20.04
p1,307,2020.0,10.0,3.0,0.0,30.0,33.9,2.8,0.7,0.0,3627650.0,-0.065,-0.153,-0.005,294.5,33.16,20.03
p1,308,2020.0,10.0,3.0,0.0,30.0,34.0,2.8,0.7,0.0,3627651.0,-0.065,-0.153,-0.005,294.5,33.14,20.04
p1,309,2020.0,10.0,3.0,0.0,30.0,34.1,2.8,0.7,0.0,3627652.0,-0.016,-0.114,-0.005,294.6,33.14,20.05
p1,310,2020.0,10.0,3.0,0.0,30.0,34.2,2.8,0.7,0.0,3627653.0,-0.016,-0.114,-0.005,294.6,33.16,20.05
p1,311,2020.0,10.0,3.0,0.0,30.0,34.3,2.8,0.7,0.0,3627654.0,-0.036000000000000004,-0.114,-0.006,294.6,33.16,20.05
p1,312,2020.0,10.0,3.0,0.0,30.0,34.4,2.8,0.7,0.0,3627655.0,-0.036000000000000004,-0.113,-0.005,294.6,33.16,20.04
p1,313,2020.0,10.0,3.0,0.0,30.0,34.5,2.8,0.7,0.0,3627656.0,-0.035,-0.113,-0.005,294.6,33.16,20.03
p1,314,2020.0,10.0,3.0,0.0,30.0,34.6,2.8,0.7,0.0,3627657.0,-0.016,-0.12300000000000001,0.055,294.5,33.14,20.04
p1,315,2020.0,10.0,3.0,0.0,30.0,34.7,2.8,0.7,0.0,3627658.0,-0.017,-0.12300000000000001,0.055,294.6,33.15,20.05
p1,316,2020.0,10.0,3.0,0.0,30.0,34.8,2.8,0.7,0.0,3627659.0,-0.017,-0.124,0.055,294.5,33.16,20.06
p1,317,2020.0,10.0,3.0,0.0,30.0,34.9,2.8,0.7,0.0,3627660.0,-0.017,-0.12300000000000001,0.054000000000000006,294.5,33.16,20.05
p1,318,2020.0,10.0,3.0,0.0,30.0,35.0,2.8,0.7,0.0,3627661.0,-0.016,-0.122,0.055,294.5,33.16,20.04
p1,319,2020.0,10.0,3.0,0.0,30.0,35.1,2.8,0.7,0.0,3627662.0,-0.025,-0.08,0.094,294.6,33.16,20.03
p1,320,2020.0,10.0,3.0,0.0,30.0,35.2,2.8,0.7,0.0,3627663.0,-0.026000000000000002,-0.079,0.095,294.6,33.14,20.05
p1,321,2020.0,10.0,3.0,0.0,30.0,35.3,2.8,0.7,0.0,3627664.0,-0.027000000000000003,-0.079,0.095,294.6,33.14,20.05
p1,322,2020.0,10.0,3.0,0.0,30.0,35.4,2.8,0.7,0.0,3627665.0,-0.027000000000000003,-0.08,0.094,294.6,33.15,20.05
p1,323,2020.0,10.0,3.0,0.0,30.0,35.5,2.8,0.7,0.0,3627666.0,-0.027000000000000003,-0.079,0.094,294.6,33.16,20.05
p1,324,2020.0,10.0,3.0,0.0,30.0,35.6,2.8,0.7,0.0,3627667.0,-0.085,-0.078,0.11800000000000001,294.6,33.16,20.04
p1,325,2020.0,10.0,3.0,0.0,30.0,35.7,2.8,0.7,0.0,3627668.0,-0.085,-0.08,0.11800000000000001,294.6,33.16,20.03
p1,326,2020.0,10.0,3.0,0.0,30.0,35.8,2.8,0.7,0.0,3627669.0,-0.045,-0.124,0.07400000000000001,294.5,33.15,20.04
p1,327,2020.0,10.0,3.0,0.0,30.0,35.9,2.8,0.7,0.0,3627670.0,-0.045,-0.12300000000000001,0.075,294.5,33.14,20.05
