,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,292,2020.0,10.0,3.0,4.0,30.0,33.1,2.8,0.7,0.0,3770839.0,-0.006999999999999999,-0.113,-0.015,293.9,33.34,18.95
p1,293,2020.0,10.0,3.0,4.0,30.0,33.2,2.8,0.7,0.0,3770840.0,-0.005,-0.114,-0.015,293.9,33.34,18.95
p1,294,2020.0,10.0,3.0,4.0,30.0,33.3,2.8,0.7,0.0,3770841.0,-0.006999999999999999,-0.114,-0.015,293.9,33.31,18.97
p1,295,2020.0,10.0,3.0,4.0,30.0,33.4,2.8,0.7,0.0,3770842.0,-0.006,-0.114,-0.015,293.9,33.32,18.97
p1,296,2020.0,10.0,3.0,4.0,30.0,33.5,2.8,0.7,0.0,3770843.0,-0.006999999999999999,-0.114,-0.013999999999999999,293.9,33.32,18.97
p1,297,2020.0,10.0,3.0,4.0,30.0,33.6,2.8,0.7,0.0,3770844.0,-0.027000000000000003,-0.153,-0.034,293.9,33.39,19.0
p1,298,2020.0,10.0,3.0,4.0,30.0,33.7,2.8,0.7,0.0,3770845.0,-0.026000000000000002,-0.153,-0.035,293.9,33.34,18.97
p1,299,2020.0,10.0,3.0,4.0,30.0,33.8,2.8,0.7,0.0,3770846.0,-0.066,-0.153,-0.006,293.8,33.34,18.96
p1,300,2020.0,10.0,3.0,4.0,30.0,33.9,2.8,0.7,0.0,3770847.0,-0.066,-0.152,-0.005,293.8,33.34,18.95
p1,301,2020.0,10.0,3.0,4.0,30.0,34.0,2.8,0.7,0.0,3770848.0,-0.066,-0.153,-0.005,293.8,33.34,18.95
p1,302,2020.0,10.0,3.0,4.0,30.0,34.1,2.8,0.7,0.0,3770849.0,-0.025,-0.153,0.015,293.8,33.33,18.96
p1,303,2020.0,10.0,3.0,4.0,30.0,34.2,2.8,0.7,0.0,3770850.0,-0.025,-0.153,0.016,293.8,33.32,18.96
p1,304,2020.0,10.0,3.0,4.0,30.0,34.3,2.8,0.7,0.0,3770851.0,-0.025,-0.153,-0.035,293.7,33.32,18.97
p1,305,2020.0,10.0,3.0,4.0,30.0,34.4,2.8,0.7,0.0,3770852.0,-0.027000000000000003,-0.153,-0.034,293.7,33.33,18.97
p1,306,2020.0,10.0,3.0,4.0,30.0,34.5,2.8,0.7,0.0,3770853.0,-0.027000000000000003,-0.153,-0.035,293.7,33.34,18.97
p1,307,2020.0,10.0,3.0,4.0,30.0,34.6,2.8,0.7,0.0,3770854.0,-0.066,-0.153,-0.006,293.7,33.34,18.97
p1,308,2020.0,10.0,3.0,4.0,30.0,34.7,2.8,0.7,0.0,3770855.0,-0.065,-0.153,-0.005,293.7,33.34,18.96
p1,309,2020.0,10.0,3.0,4.0,30.0,34.8,2.8,0.7,0.0,3770856.0,-0.026000000000000002,-0.152,-0.035,293.7,33.34,18.95
p1,310,2020.0,10.0,3.0,4.0,30.0,34.9,2.8,0.7,0.0,3770857.0,-0.026000000000000002,-0.153,-0.035,293.7,33.33,18.98
p1,311,2020.0,10.0,3.0,4.0,30.0,35.0,2.8,0.7,0.0,3770858.0,-0.025,-0.153,-0.035,293.7,33.32,18.96
p1,312,2020.0,10.0,3.0,4.0,30.0,35.1,2.8,0.7,0.0,3770859.0,-0.045,-0.192,-0.004,293.7,33.32,18.97
p1,313,2020.0,10.0,3.0,4.0,30.0,35.2,2.8,0.7,0.0,3770860.0,-0.046,-0.192,-0.004,293.7,33.31,18.98
p1,314,2020.0,10.0,3.0,4.0,30.0,35.3,2.8,0.7,0.0,3770861.0,0.003,-0.231,-0.006,293.6,33.34,18.97
p1,315,2020.0,10.0,3.0,4.0,30.0,35.4,2.8,0.7,0.0,3770862.0,0.003,-0.23,-0.006,293.6,33.35,18.97
p1,316,2020.0,10.0,3.0,4.0,30.0,35.5,2.8,0.7,0.0,3770863.0,0.004,-0.23,-0.006,293.6,33.35,18.96
p1,317,2020.0,10.0,3.0,4.0,30.0,35.6,2.8,0.7,0.0,3770864.0,0.003,-0.153,-0.005,293.6,33.34,18.95
p1,318,2020.0,10.0,3.0,4.0,30.0,35.7,2.8,0.7,0.0,3770865.0,0.006,-0.154,-0.006,293.6,33.33,18.95
p1,319,2020.0,10.0,3.0,4.0,30.0,35.8,2.8,0.7,0.0,3770866.0,0.004,-0.23,-0.005,293.5,33.32,18.97
p1,320,2020.0,10.0,3.0,4.0,30.0,35.9,2.8,0.7,0.0,3770867.0,0.004,-0.231,-0.005,293.6,33.32,18.97
p1,321,2020.0,10.0,3.0,4.0,30.0,36.0,2.8,0.7,0.0,3770868.0,0.003,-0.231,-0.004,293.6,33.34,18.97
p1,322,2020.0,10.0,3.0,4.0,30.0,36.1,2.8,0.7,0.0,3770869.0,0.003,-0.153,-0.006,293.6,33.39,18.98
p1,323,2020.0,10.0,3.0,4.0,30.0,36.2,2.8,0.7,0.0,3770870.0,0.003,-0.152,-0.005,293.6,33.34,18.96
p1,324,2020.0,10.0,3.0,4.0,30.0,36.3,2.8,0.7,0.0,3770871.0,-0.006,-0.191,-0.005,293.6,33.34,18.95
