,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,293,2020.0,10.0,2.0,22.0,30.0,47.2,2.8,0.7,0.0,3555985.0,-0.006999999999999999,-0.154,-0.006,294.8,32.97,20.4
p1,294,2020.0,10.0,2.0,22.0,30.0,47.3,2.8,0.7,0.0,3555986.0,0.003,-0.192,0.006,294.7,32.95,20.41
p1,295,2020.0,10.0,2.0,22.0,30.0,47.4,2.8,0.7,0.0,3555987.0,0.003,-0.192,0.006,294.7,32.98,20.42
p1,296,2020.0,10.0,2.0,22.0,30.0,47.5,2.8,0.7,0.0,3555988.0,-0.027000000000000003,-0.153,0.015,294.6,32.98,20.41
p1,297,2020.0,10.0,2.0,22.0,30.0,47.6,2.8,0.7,0.0,3555989.0,-0.027000000000000003,-0.153,0.015,294.6,32.98,20.4
p1,298,2020.0,10.0,2.0,22.0,30.0,47.7,2.8,0.7,0.0,3555990.0,-0.027000000000000003,-0.151,0.015,294.6,32.98,20.4
p1,299,2020.0,10.0,2.0,22.0,30.0,47.8,2.8,0.7,0.0,3555991.0,0.013000000000000001,-0.182,0.005,294.6,32.97,20.39
p1,300,2020.0,10.0,2.0,22.0,30.0,47.9,2.8,0.7,0.0,3555992.0,0.016,-0.182,0.006,294.6,32.95,20.4
p1,301,2020.0,10.0,2.0,22.0,30.0,48.0,2.8,0.7,0.0,3555993.0,-0.006,-0.192,-0.005,294.6,32.95,20.41
p1,302,2020.0,10.0,2.0,22.0,30.0,48.1,2.8,0.7,0.0,3555994.0,-0.006999999999999999,-0.192,-0.006,294.6,32.97,20.41
p1,303,2020.0,10.0,2.0,22.0,30.0,48.2,2.8,0.7,0.0,3555995.0,-0.006999999999999999,-0.192,-0.006,294.6,32.98,20.41
p1,304,2020.0,10.0,2.0,22.0,30.0,48.3,2.8,0.7,0.0,3555996.0,-0.006999999999999999,-0.192,0.035,294.7,32.98,20.4
p1,305,2020.0,10.0,2.0,22.0,30.0,48.4,2.8,0.7,0.0,3555997.0,-0.006999999999999999,-0.192,0.035,294.7,32.98,20.39
p1,306,2020.0,10.0,2.0,22.0,30.0,48.5,2.8,0.7,0.0,3555998.0,-0.006,-0.115,0.035,294.7,32.97,20.39
p1,307,2020.0,10.0,2.0,22.0,30.0,48.6,2.8,0.7,0.0,3555999.0,-0.006999999999999999,-0.114,0.036000000000000004,294.6,32.95,20.41
p1,308,2020.0,10.0,2.0,22.0,30.0,48.7,2.8,0.7,0.0,3556000.0,-0.008,-0.114,0.035,294.6,32.99,20.47
p1,309,2020.0,10.0,2.0,22.0,30.0,48.8,2.8,0.7,0.0,3556001.0,-0.018000000000000002,-0.07,-0.006,294.6,32.97,20.41
p1,310,2020.0,10.0,2.0,22.0,30.0,48.9,2.8,0.7,0.0,3556002.0,-0.017,-0.07,-0.006,294.7,32.97,20.41
p1,311,2020.0,10.0,2.0,22.0,30.0,49.0,2.8,0.7,0.0,3556003.0,-0.027000000000000003,-0.069,0.015,294.7,32.97,20.39
p1,312,2020.0,10.0,2.0,22.0,30.0,49.1,2.8,0.7,0.0,3556004.0,-0.027000000000000003,-0.069,0.015,294.7,32.96,20.39
p1,313,2020.0,10.0,2.0,22.0,30.0,49.2,2.8,0.7,0.0,3556005.0,-0.027000000000000003,-0.07,0.015,294.7,32.95,20.39
p1,314,2020.0,10.0,2.0,22.0,30.0,49.3,2.8,0.7,0.0,3556006.0,-0.027000000000000003,-0.07,0.016,294.7,32.94,20.41
p1,315,2020.0,10.0,2.0,22.0,30.0,49.4,2.8,0.7,0.0,3556007.0,-0.027999999999999997,-0.07,0.016,294.7,32.96,20.41
p1,316,2020.0,10.0,2.0,22.0,30.0,49.5,2.8,0.7,0.0,3556008.0,0.022000000000000002,-0.114,0.024,294.6,32.96,20.4
p1,317,2020.0,10.0,2.0,22.0,30.0,49.6,2.8,0.7,0.0,3556009.0,0.022000000000000002,-0.114,0.025,294.6,32.97,20.39
p1,318,2020.0,10.0,2.0,22.0,30.0,49.7,2.8,0.7,0.0,3556010.0,0.023,-0.114,0.025,294.6,32.96,20.39
p1,319,2020.0,10.0,2.0,22.0,30.0,49.8,2.8,0.7,0.0,3556011.0,-0.026000000000000002,-0.153,0.015,294.6,32.93,20.4
p1,320,2020.0,10.0,2.0,22.0,30.0,49.9,2.8,0.7,0.0,3556012.0,-0.027999999999999997,-0.153,0.016,294.6,32.93,20.42
p1,321,2020.0,10.0,2.0,22.0,30.0,50.0,2.8,0.7,0.0,3556013.0,-0.027999999999999997,-0.153,0.016,294.6,32.95,20.41
p1,322,2020.0,10.0,2.0,22.0,30.0,50.1,2.8,0.7,0.0,3556014.0,-0.027000000000000003,-0.153,0.015,294.6,32.96,20.41
p1,323,2020.0,10.0,2.0,22.0,30.0,50.2,2.8,0.7,0.0,3556015.0,-0.027000000000000003,-0.152,0.015,294.6,32.96,20.39
p1,324,2020.0,10.0,2.0,22.0,30.0,50.3,2.8,0.7,0.0,3556016.0,-0.006999999999999999,-0.113,0.035,294.7,32.96,20.39
p1,325,2020.0,10.0,2.0,22.0,30.0,50.4,2.8,0.7,0.0,3556017.0,-0.006,-0.115,0.035,294.7,32.95,20.39
p1,326,2020.0,10.0,2.0,22.0,30.0,50.5,2.8,0.7,0.0,3556018.0,-0.008,-0.114,0.036000000000000004,294.6,32.93,20.42
p1,327,2020.0,10.0,2.0,22.0,30.0,50.6,2.8,0.7,0.0,3556019.0,-0.006999999999999999,-0.114,0.035,294.7,32.95,20.41
p1,328,2020.0,10.0,2.0,22.0,30.0,50.7,2.8,0.7,0.0,3556020.0,-0.008,-0.114,0.035,294.6,32.95,20.41
p1,329,2020.0,10.0,2.0,22.0,30.0,50.8,2.8,0.7,0.0,3556021.0,0.022000000000000002,-0.115,0.025,294.6,32.97,20.4
p1,330,2020.0,10.0,2.0,22.0,30.0,50.9,2.8,0.7,0.0,3556022.0,0.022000000000000002,-0.115,0.025,294.6,32.96,20.39
p1,331,2020.0,10.0,2.0,22.0,30.0,51.0,2.8,0.7,0.0,3556023.0,0.023,-0.114,0.025,294.6,32.95,20.39
p1,332,2020.0,10.0,2.0,22.0,30.0,51.1,2.8,0.7,0.0,3556024.0,0.024,-0.114,0.025,294.6,32.93,20.41
p1,333,2020.0,10.0,2.0,22.0,30.0,51.2,2.8,0.7,0.0,3556025.0,0.022000000000000002,-0.114,0.026000000000000002,294.6,32.98,20.46
p1,334,2020.0,10.0,2.0,22.0,30.0,51.3,2.8,0.7,0.0,3556026.0,-0.008,-0.114,0.036000000000000004,294.6,32.96,20.41
p1,335,2020.0,10.0,2.0,22.0,30.0,51.4,2.8,0.7,0.0,3556027.0,-0.006999999999999999,-0.113,0.035,294.7,32.97,20.4
p1,336,2020.0,10.0,2.0,22.0,30.0,51.5,2.8,0.7,0.0,3556028.0,-0.027000000000000003,-0.07,0.015,294.6,32.96,20.38
p1,337,2020.0,10.0,2.0,22.0,30.0,51.6,2.8,0.7,0.0,3556029.0,-0.026000000000000002,-0.07,0.015,294.6,32.95,20.39
p1,338,2020.0,10.0,2.0,22.0,30.0,51.7,2.8,0.7,0.0,3556030.0,-0.027000000000000003,-0.07,0.016,294.6,32.94,20.41
p1,339,2020.0,10.0,2.0,22.0,30.0,51.8,2.8,0.7,0.0,3556031.0,0.022000000000000002,-0.114,0.026000000000000002,294.7,32.95,20.42
p1,340,2020.0,10.0,2.0,22.0,30.0,51.9,2.8,0.7,0.0,3556032.0,0.022000000000000002,-0.114,0.025,294.7,32.95,20.41
p1,341,2020.0,10.0,2.0,22.0,30.0,52.0,2.8,0.7,0.0,3556033.0,0.023,-0.113,0.025,294.7,32.97,20.39
p1,342,2020.0,10.0,2.0,22.0,30.0,52.1,2.8,0.7,0.0,3556034.0,0.023,-0.115,0.026000000000000002,294.7,32.94,20.4
p1,343,2020.0,10.0,2.0,22.0,30.0,52.2,2.8,0.7,0.0,3556035.0,0.022000000000000002,-0.114,0.025,294.7,32.94,20.41
p1,344,2020.0,10.0,2.0,22.0,30.0,52.3,2.8,0.7,0.0,3556036.0,-0.008,-0.113,-0.015,294.7,32.95,20.41
p1,345,2020.0,10.0,2.0,22.0,30.0,52.4,2.8,0.7,0.0,3556037.0,-0.008,-0.114,-0.015,294.7,32.95,20.4
p1,346,2020.0,10.0,2.0,22.0,30.0,52.5,2.8,0.7,0.0,3556038.0,-0.047,0.009000000000000001,-0.006,294.7,32.95,20.4
p1,347,2020.0,10.0,2.0,22.0,30.0,52.6,2.8,0.7,0.0,3556039.0,-0.047,0.009000000000000001,-0.006,294.7,32.95,20.4
p1,348,2020.0,10.0,2.0,22.0,30.0,52.7,2.8,0.7,0.0,3556040.0,-0.047,0.009000000000000001,-0.006,294.7,32.95,20.4
p1,349,2020.0,10.0,2.0,22.0,30.0,52.8,2.8,0.7,0.0,3556041.0,-0.008,0.009000000000000001,-0.016,294.7,32.95,20.4
p1,350,2020.0,10.0,2.0,22.0,30.0,52.9,2.8,0.7,0.0,3556042.0,-0.008,0.009000000000000001,-0.015,294.7,32.95,20.4
p1,351,2020.0,10.0,2.0,22.0,30.0,53.0,2.8,0.7,0.0,3556043.0,-0.008,0.038,-0.006,294.8,32.95,20.4
p1,352,2020.0,10.0,2.0,22.0,30.0,53.1,2.8,0.7,0.0,3556044.0,-0.008,0.038,-0.006,294.8,32.95,20.4
p1,353,2020.0,10.0,2.0,22.0,30.0,53.2,2.8,0.7,0.0,3556045.0,-0.008,0.038,-0.006,294.8,32.95,20.4
p1,354,2020.0,10.0,2.0,22.0,30.0,53.3,2.8,0.7,0.0,3556046.0,-0.008,0.038,-0.006,294.8,32.95,20.4
p1,355,2020.0,10.0,2.0,22.0,30.0,53.4,2.8,0.7,0.0,3556047.0,-0.008,0.038,-0.006,294.8,32.95,20.4
p1,356,2020.0,10.0,2.0,22.0,30.0,53.5,2.8,0.7,0.0,3556048.0,-0.008,0.038,-0.006,294.8,32.95,20.4
p1,357,2020.0,10.0,2.0,22.0,30.0,53.6,2.8,0.7,0.0,3556049.0,-0.008,0.038,-0.006,294.8,32.95,20.4
p1,358,2020.0,10.0,2.0,22.0,30.0,53.7,2.8,0.7,0.0,3556050.0,-0.008,0.038,-0.006,294.8,33.0,20.46
p1,359,2020.0,10.0,2.0,22.0,30.0,53.8,2.8,0.7,0.0,3556051.0,-0.008,0.038,-0.006,294.8,32.95,20.4
p1,360,2020.0,10.0,2.0,22.0,30.0,53.9,2.8,0.7,0.0,3556052.0,-0.008,0.038,-0.006,294.8,32.94,20.4
p1,361,2020.0,10.0,2.0,22.0,30.0,54.0,2.8,0.7,0.0,3556053.0,-0.008,0.038,-0.006,294.8,32.94,20.4
p1,362,2020.0,10.0,2.0,22.0,30.0,54.1,2.8,0.7,0.0,3556054.0,-0.008,0.038,-0.006,294.8,32.93,20.4
p1,363,2020.0,10.0,2.0,22.0,30.0,54.2,2.8,0.7,0.0,3556055.0,-0.008,0.038,-0.006,294.8,32.93,20.4
p1,364,2020.0,10.0,2.0,22.0,30.0,54.3,2.8,0.7,0.0,3556056.0,-0.008,0.038,-0.006,294.8,32.93,20.4
p1,365,2020.0,10.0,2.0,22.0,30.0,54.4,2.8,0.7,0.0,3556057.0,-0.008,0.038,-0.006,294.8,32.93,20.4
p1,366,2020.0,10.0,2.0,22.0,30.0,54.5,2.8,0.7,0.0,3556058.0,-0.027000000000000003,0.048,0.025,294.8,32.93,20.4
p1,367,2020.0,10.0,2.0,22.0,30.0,54.6,2.8,0.7,0.0,3556059.0,-0.027000000000000003,0.048,0.025,294.8,32.93,20.4
p1,368,2020.0,10.0,2.0,22.0,30.0,54.7,2.8,0.7,0.0,3556060.0,-0.027999999999999997,0.048,0.025,294.8,32.93,20.4
p1,369,2020.0,10.0,2.0,22.0,30.0,54.8,2.8,0.7,0.0,3556061.0,-0.057,0.077,-0.006,294.8,32.93,20.4
p1,370,2020.0,10.0,2.0,22.0,30.0,54.9,2.8,0.7,0.0,3556062.0,-0.057,0.077,-0.006,294.8,32.93,20.4
p1,371,2020.0,10.0,2.0,22.0,30.0,55.0,2.8,0.7,0.0,3556063.0,-0.057,0.077,-0.006,294.8,32.93,20.41
p1,372,2020.0,10.0,2.0,22.0,30.0,55.1,2.8,0.7,0.0,3556064.0,-0.057,0.077,-0.006,294.8,32.92,20.4
p1,373,2020.0,10.0,2.0,22.0,30.0,55.2,2.8,0.7,0.0,3556065.0,-0.057,0.077,-0.006,294.8,32.92,20.4
p1,374,2020.0,10.0,2.0,22.0,30.0,55.3,2.8,0.7,0.0,3556066.0,-0.057,0.077,-0.006,294.8,32.92,20.4
