,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,292,2020.0,10.0,3.0,2.0,0.0,31.7,2.8,0.7,0.0,3680934.0,-0.016,-0.114,0.035,294.2,33.1,19.85
p1,293,2020.0,10.0,3.0,2.0,0.0,31.8,2.8,0.7,0.0,3680935.0,-0.006999999999999999,-0.153,-0.005,294.3,33.11,19.85
p1,294,2020.0,10.0,3.0,2.0,0.0,31.9,2.8,0.7,0.0,3680936.0,-0.008,-0.153,-0.006,294.3,33.12,19.85
p1,295,2020.0,10.0,3.0,2.0,0.0,32.0,2.8,0.7,0.0,3680937.0,-0.008,-0.152,-0.006,294.3,33.12,19.83
p1,296,2020.0,10.0,3.0,2.0,0.0,32.1,2.8,0.7,0.0,3680938.0,-0.006999999999999999,-0.154,-0.006,294.3,33.12,19.84
p1,297,2020.0,10.0,3.0,2.0,0.0,32.2,2.8,0.7,0.0,3680939.0,-0.006999999999999999,-0.154,-0.005,294.3,33.09,19.85
p1,298,2020.0,10.0,3.0,2.0,0.0,32.3,2.8,0.7,0.0,3680940.0,0.023,-0.114,0.026000000000000002,294.3,33.11,19.85
p1,299,2020.0,10.0,3.0,2.0,0.0,32.4,2.8,0.7,0.0,3680941.0,0.022000000000000002,-0.115,0.025,294.3,33.12,19.85
p1,300,2020.0,10.0,3.0,2.0,0.0,32.5,2.8,0.7,0.0,3680942.0,0.022000000000000002,-0.114,0.025,294.3,33.14,19.83
p1,301,2020.0,10.0,3.0,2.0,0.0,32.6,2.8,0.7,0.0,3680943.0,-0.006999999999999999,-0.154,-0.006,294.3,33.12,19.83
p1,302,2020.0,10.0,3.0,2.0,0.0,32.7,2.8,0.7,0.0,3680944.0,-0.006,-0.154,-0.005,294.3,33.11,19.85
p1,303,2020.0,10.0,3.0,2.0,0.0,32.8,2.8,0.7,0.0,3680945.0,-0.008,-0.153,-0.005,294.3,33.14,19.85
p1,304,2020.0,10.0,3.0,2.0,0.0,32.9,2.8,0.7,0.0,3680946.0,-0.008,-0.153,-0.005,294.3,33.14,19.85
p1,305,2020.0,10.0,3.0,2.0,0.0,33.0,2.8,0.7,0.0,3680947.0,-0.008,-0.152,-0.006,294.3,33.14,19.83
p1,306,2020.0,10.0,3.0,2.0,0.0,33.1,2.8,0.7,0.0,3680948.0,-0.006999999999999999,-0.20199999999999999,0.035,294.3,33.12,19.84
p1,307,2020.0,10.0,3.0,2.0,0.0,33.2,2.8,0.7,0.0,3680949.0,-0.006999999999999999,-0.20199999999999999,0.036000000000000004,294.3,33.12,19.85
p1,308,2020.0,10.0,3.0,2.0,0.0,33.3,2.8,0.7,0.0,3680950.0,-0.008,-0.115,0.036000000000000004,294.3,33.13,19.85
