,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,340,2020.0,10.0,8.0,13.0,30.0,37.9,2.8,0.7,0.0,8192421.0,0.002,-0.193,0.005,296.9,32.32,22.7
p1,341,2020.0,10.0,8.0,13.0,30.0,38.0,2.8,0.7,0.0,8192422.0,0.004,-0.192,0.005,296.9,32.3,22.69
p1,342,2020.0,10.0,8.0,13.0,30.0,38.1,2.8,0.7,0.0,8192423.0,0.002,-0.193,0.006,296.9,32.3,22.71
p1,343,2020.0,10.0,8.0,13.0,30.0,38.2,2.8,0.7,0.0,8192424.0,0.003,-0.192,0.005,296.9,32.32,22.71
p1,344,2020.0,10.0,8.0,13.0,30.0,38.3,2.8,0.7,0.0,8192425.0,0.003,-0.191,0.005,296.9,32.32,22.69
p1,345,2020.0,10.0,8.0,13.0,30.0,38.4,2.8,0.7,0.0,8192426.0,0.003,-0.192,0.006,296.9,32.29,22.71
p1,346,2020.0,10.0,8.0,13.0,30.0,38.5,2.8,0.7,0.0,8192427.0,0.002,-0.193,0.005,296.9,32.32,22.71
p1,347,2020.0,10.0,8.0,13.0,30.0,38.6,2.8,0.7,0.0,8192428.0,0.002,-0.192,0.005,296.9,32.32,22.7
p1,348,2020.0,10.0,8.0,13.0,30.0,38.7,2.8,0.7,0.0,8192429.0,0.003,-0.193,0.006,296.9,32.29,22.71
p1,349,2020.0,10.0,8.0,13.0,30.0,38.8,2.8,0.7,0.0,8192430.0,0.042,-0.154,0.045,296.9,32.31,22.72
p1,350,2020.0,10.0,8.0,13.0,30.0,38.9,2.8,0.7,0.0,8192431.0,0.042,-0.153,0.044000000000000004,296.9,32.32,22.71
p1,351,2020.0,10.0,8.0,13.0,30.0,39.0,2.8,0.7,0.0,8192432.0,0.042,-0.153,0.044000000000000004,296.9,32.31,22.69
p1,352,2020.0,10.0,8.0,13.0,30.0,39.1,2.8,0.7,0.0,8192433.0,0.003,-0.115,0.006,296.9,32.31,22.7
p1,353,2020.0,10.0,8.0,13.0,30.0,39.2,2.8,0.7,0.0,8192434.0,0.002,-0.115,0.006,296.9,32.33,22.71
p1,354,2020.0,10.0,8.0,13.0,30.0,39.3,2.8,0.7,0.0,8192435.0,0.033,-0.07,0.044000000000000004,296.9,32.33,22.7
p1,355,2020.0,10.0,8.0,13.0,30.0,39.4,2.8,0.7,0.0,8192436.0,0.032,-0.07,0.044000000000000004,296.9,32.32,22.71
p1,356,2020.0,10.0,8.0,13.0,30.0,39.5,2.8,0.7,0.0,8192437.0,0.031,-0.07,0.044000000000000004,296.9,32.33,22.71
p1,357,2020.0,10.0,8.0,13.0,30.0,39.6,2.8,0.7,0.0,8192438.0,0.061,0.018000000000000002,0.073,296.9,32.33,22.71
p1,358,2020.0,10.0,8.0,13.0,30.0,39.7,2.8,0.7,0.0,8192439.0,0.061,0.018000000000000002,0.073,296.9,32.33,22.71
p1,359,2020.0,10.0,8.0,13.0,30.0,39.8,2.8,0.7,0.0,8192440.0,0.061,0.018000000000000002,0.073,296.9,32.33,22.71
p1,360,2020.0,10.0,8.0,13.0,30.0,39.9,2.8,0.7,0.0,8192441.0,0.061,0.018000000000000002,0.073,296.9,32.33,22.71
p1,361,2020.0,10.0,8.0,13.0,30.0,40.0,2.8,0.7,0.0,8192442.0,0.061,0.018000000000000002,0.07400000000000001,296.9,32.33,22.71
p1,362,2020.0,10.0,8.0,13.0,30.0,40.1,2.8,0.7,0.0,8192443.0,0.07,-0.002,0.083,296.9,32.39,22.76
p1,363,2020.0,10.0,8.0,13.0,30.0,40.2,2.8,0.7,0.0,8192444.0,0.07,-0.002,0.083,296.9,32.33,22.71
p1,364,2020.0,10.0,8.0,13.0,30.0,40.3,2.8,0.7,0.0,8192445.0,-0.008,-0.032,0.10800000000000001,297.0,32.33,22.71
p1,365,2020.0,10.0,8.0,13.0,30.0,40.4,2.8,0.7,0.0,8192446.0,-0.008,-0.032,0.10800000000000001,297.0,32.33,22.71
p1,366,2020.0,10.0,8.0,13.0,30.0,40.5,2.8,0.7,0.0,8192447.0,-0.008,-0.031,0.10800000000000001,297.0,32.33,22.71
p1,367,2020.0,10.0,8.0,13.0,30.0,40.6,2.8,0.7,0.0,8192448.0,-0.018000000000000002,-0.242,0.293,297.2,32.33,22.71
p1,368,2020.0,10.0,8.0,13.0,30.0,40.7,2.8,0.7,0.0,8192449.0,-0.018000000000000002,-0.242,0.293,297.2,32.33,22.71
p1,369,2020.0,10.0,8.0,13.0,30.0,40.8,2.8,0.7,0.0,8192450.0,0.022000000000000002,-0.125,0.293,297.2,32.33,22.71
p1,370,2020.0,10.0,8.0,13.0,30.0,40.9,2.8,0.7,0.0,8192451.0,0.021,-0.124,0.293,297.2,32.33,22.71
p1,371,2020.0,10.0,8.0,13.0,30.0,41.0,2.8,0.7,0.0,8192452.0,0.022000000000000002,-0.125,0.293,297.2,32.33,22.71
p1,372,2020.0,10.0,8.0,13.0,30.0,41.1,2.8,0.7,0.0,8192453.0,-0.008,-0.20199999999999999,0.317,297.2,32.33,22.71
p1,373,2020.0,10.0,8.0,13.0,30.0,41.2,2.8,0.7,0.0,8192454.0,-0.008,-0.20199999999999999,0.317,297.2,32.33,22.71
p1,374,2020.0,10.0,8.0,13.0,30.0,41.3,2.8,0.7,0.0,8192455.0,0.051,-0.183,0.244,297.1,32.33,22.71
p1,375,2020.0,10.0,8.0,13.0,30.0,41.4,2.8,0.7,0.0,8192456.0,0.051,-0.183,0.244,297.1,32.33,22.72
p1,376,2020.0,10.0,8.0,13.0,30.0,41.5,2.8,0.7,0.0,8192457.0,0.051,-0.183,0.244,297.1,32.33,22.71
p1,377,2020.0,10.0,8.0,13.0,30.0,41.6,2.8,0.7,0.0,8192458.0,0.021,-0.124,0.156,297.2,32.33,22.71
p1,378,2020.0,10.0,8.0,13.0,30.0,41.7,2.8,0.7,0.0,8192459.0,0.021,-0.124,0.156,297.2,32.33,22.71
p1,379,2020.0,10.0,8.0,13.0,30.0,41.8,2.8,0.7,0.0,8192460.0,0.022000000000000002,-0.032,0.156,297.1,32.33,22.71
p1,380,2020.0,10.0,8.0,13.0,30.0,41.9,2.8,0.7,0.0,8192461.0,0.022000000000000002,-0.031,0.156,297.1,32.33,22.71
p1,381,2020.0,10.0,8.0,13.0,30.0,42.0,2.8,0.7,0.0,8192462.0,0.022000000000000002,-0.031,0.156,297.1,32.33,22.71
p1,382,2020.0,10.0,8.0,13.0,30.0,42.1,2.8,0.7,0.0,8192463.0,0.040999999999999995,-0.163,0.11699999999999999,297.0,32.33,22.71
p1,383,2020.0,10.0,8.0,13.0,30.0,42.2,2.8,0.7,0.0,8192464.0,0.040999999999999995,-0.16399999999999998,0.11699999999999999,297.0,32.33,22.71
p1,384,2020.0,10.0,8.0,13.0,30.0,42.3,2.8,0.7,0.0,8192465.0,0.040999999999999995,-0.163,0.11699999999999999,296.9,32.33,22.71
p1,385,2020.0,10.0,8.0,13.0,30.0,42.4,2.8,0.7,0.0,8192466.0,0.040999999999999995,-0.163,0.11699999999999999,296.9,32.33,22.71
p1,386,2020.0,10.0,8.0,13.0,30.0,42.5,2.8,0.7,0.0,8192467.0,0.040999999999999995,-0.163,0.11699999999999999,296.9,32.33,22.71
