,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,341,2020.0,10.0,8.0,14.0,0.0,50.3,2.8,0.7,0.0,8210545.0,-0.065,-0.20199999999999999,-0.005,296.8,32.78,22.68
p1,342,2020.0,10.0,8.0,14.0,0.0,50.4,2.8,0.7,0.0,8210546.0,-0.066,-0.20199999999999999,-0.005,296.8,32.8,22.67
p1,343,2020.0,10.0,8.0,14.0,0.0,50.5,2.8,0.7,0.0,8210547.0,-0.067,-0.201,-0.006,296.8,32.8,22.65
p1,344,2020.0,10.0,8.0,14.0,0.0,50.6,2.8,0.7,0.0,8210548.0,-0.066,-0.203,-0.006,296.8,32.78,22.68
p1,345,2020.0,10.0,8.0,14.0,0.0,50.7,2.8,0.7,0.0,8210549.0,-0.067,-0.20199999999999999,-0.005,296.8,32.77,22.68
p1,346,2020.0,10.0,8.0,14.0,0.0,50.8,2.8,0.7,0.0,8210550.0,-0.066,-0.20199999999999999,-0.006,296.8,32.79,22.66
p1,347,2020.0,10.0,8.0,14.0,0.0,50.9,2.8,0.7,0.0,8210551.0,-0.057,-0.122,0.07400000000000001,296.8,32.78,22.66
p1,348,2020.0,10.0,8.0,14.0,0.0,51.0,2.8,0.7,0.0,8210552.0,-0.055999999999999994,-0.12300000000000001,0.07400000000000001,296.8,32.76,22.67
p1,349,2020.0,10.0,8.0,14.0,0.0,51.1,2.8,0.7,0.0,8210553.0,-0.105,-0.20199999999999999,0.157,296.8,32.78,22.67
p1,350,2020.0,10.0,8.0,14.0,0.0,51.2,2.8,0.7,0.0,8210554.0,-0.105,-0.201,0.157,296.8,32.78,22.66
p1,351,2020.0,10.0,8.0,14.0,0.0,51.3,2.8,0.7,0.0,8210555.0,-0.105,-0.20199999999999999,0.157,296.8,32.75,22.69
p1,352,2020.0,10.0,8.0,14.0,0.0,51.4,2.8,0.7,0.0,8210556.0,-0.055999999999999994,-0.20199999999999999,0.13699999999999998,296.8,32.77,22.68
p1,353,2020.0,10.0,8.0,14.0,0.0,51.5,2.8,0.7,0.0,8210557.0,-0.055999999999999994,-0.203,0.13699999999999998,296.8,32.77,22.66
p1,354,2020.0,10.0,8.0,14.0,0.0,51.6,2.8,0.7,0.0,8210558.0,-0.149,-0.124,0.11699999999999999,296.8,32.77,22.67
p1,355,2020.0,10.0,8.0,14.0,0.0,51.7,2.8,0.7,0.0,8210559.0,-0.15,-0.124,0.11699999999999999,296.8,32.77,22.67
p1,356,2020.0,10.0,8.0,14.0,0.0,51.8,2.8,0.7,0.0,8210560.0,-0.15,-0.124,0.11699999999999999,296.8,32.83,22.71
p1,357,2020.0,10.0,8.0,14.0,0.0,51.9,2.8,0.7,0.0,8210561.0,-0.077,-0.002,0.11699999999999999,296.8,32.77,22.67
p1,358,2020.0,10.0,8.0,14.0,0.0,52.0,2.8,0.7,0.0,8210562.0,-0.076,-0.002,0.11699999999999999,296.8,32.76,22.67
p1,359,2020.0,10.0,8.0,14.0,0.0,52.1,2.8,0.7,0.0,8210563.0,-0.131,-0.002,0.07400000000000001,296.9,32.76,22.67
p1,360,2020.0,10.0,8.0,14.0,0.0,52.2,2.8,0.7,0.0,8210564.0,-0.13,-0.002,0.07400000000000001,296.9,32.75,22.67
p1,361,2020.0,10.0,8.0,14.0,0.0,52.3,2.8,0.7,0.0,8210565.0,-0.13,-0.002,0.07400000000000001,296.9,32.75,22.67
p1,362,2020.0,10.0,8.0,14.0,0.0,52.4,2.8,0.7,0.0,8210566.0,-0.179,-0.09,0.083,296.9,32.75,22.67
p1,363,2020.0,10.0,8.0,14.0,0.0,52.5,2.8,0.7,0.0,8210567.0,-0.179,-0.09,0.083,296.9,32.75,22.67
p1,364,2020.0,10.0,8.0,14.0,0.0,52.6,2.8,0.7,0.0,8210568.0,-0.14,-0.081,0.07400000000000001,296.9,32.75,22.67
p1,365,2020.0,10.0,8.0,14.0,0.0,52.7,2.8,0.7,0.0,8210569.0,-0.14,-0.08,0.073,296.9,32.75,22.67
p1,366,2020.0,10.0,8.0,14.0,0.0,52.8,2.8,0.7,0.0,8210570.0,-0.14,-0.08,0.073,296.9,32.75,22.67
p1,367,2020.0,10.0,8.0,14.0,0.0,52.9,2.8,0.7,0.0,8210571.0,-0.15,-0.040999999999999995,0.044000000000000004,296.9,32.75,22.67
p1,368,2020.0,10.0,8.0,14.0,0.0,53.0,2.8,0.7,0.0,8210572.0,-0.15,-0.040999999999999995,0.044000000000000004,296.9,32.75,22.67
p1,369,2020.0,10.0,8.0,14.0,0.0,53.1,2.8,0.7,0.0,8210573.0,-0.047,0.009000000000000001,-0.006,296.9,32.75,22.69
p1,370,2020.0,10.0,8.0,14.0,0.0,53.2,2.8,0.7,0.0,8210574.0,-0.047,0.008,-0.006,296.9,32.75,22.67
p1,371,2020.0,10.0,8.0,14.0,0.0,53.3,2.8,0.7,0.0,8210575.0,-0.047,0.008,-0.006,296.9,32.74,22.67
p1,372,2020.0,10.0,8.0,14.0,0.0,53.4,2.8,0.7,0.0,8210576.0,-0.086,0.008,0.015,296.9,32.74,22.67
p1,373,2020.0,10.0,8.0,14.0,0.0,53.5,2.8,0.7,0.0,8210577.0,-0.086,0.008,0.015,296.9,32.74,22.67
p1,374,2020.0,10.0,8.0,14.0,0.0,53.6,2.8,0.7,0.0,8210578.0,-0.077,-0.002,0.044000000000000004,296.9,32.73,22.67
p1,375,2020.0,10.0,8.0,14.0,0.0,53.7,2.8,0.7,0.0,8210579.0,-0.077,-0.002,0.044000000000000004,296.9,32.73,22.67
p1,376,2020.0,10.0,8.0,14.0,0.0,53.8,2.8,0.7,0.0,8210580.0,-0.077,-0.002,0.044000000000000004,296.9,32.73,22.67
p1,377,2020.0,10.0,8.0,14.0,0.0,53.9,2.8,0.7,0.0,8210581.0,-0.027000000000000003,0.048,0.09300000000000001,296.9,32.73,22.67
p1,378,2020.0,10.0,8.0,14.0,0.0,54.0,2.8,0.7,0.0,8210582.0,-0.027999999999999997,0.047,0.09300000000000001,296.9,32.73,22.67
p1,379,2020.0,10.0,8.0,14.0,0.0,54.1,2.8,0.7,0.0,8210583.0,-0.057,0.009000000000000001,0.073,296.9,32.73,22.67
p1,380,2020.0,10.0,8.0,14.0,0.0,54.2,2.8,0.7,0.0,8210584.0,-0.057,0.009000000000000001,0.07400000000000001,296.9,32.73,22.67
p1,381,2020.0,10.0,8.0,14.0,0.0,54.3,2.8,0.7,0.0,8210585.0,-0.057,0.008,0.07400000000000001,296.9,32.79,22.69
p1,382,2020.0,10.0,8.0,14.0,0.0,54.4,2.8,0.7,0.0,8210586.0,-0.057,0.009000000000000001,0.07400000000000001,296.9,32.73,22.67
p1,383,2020.0,10.0,8.0,14.0,0.0,54.5,2.8,0.7,0.0,8210587.0,-0.057,0.008,0.07400000000000001,296.9,32.73,22.67
p1,384,2020.0,10.0,8.0,14.0,0.0,54.6,2.8,0.7,0.0,8210588.0,-0.057,0.009000000000000001,0.073,296.9,32.73,22.67
p1,385,2020.0,10.0,8.0,14.0,0.0,54.7,2.8,0.7,0.0,8210589.0,-0.057,0.009000000000000001,0.073,296.9,32.73,22.67
p1,386,2020.0,10.0,8.0,14.0,0.0,54.8,2.8,0.7,0.0,8210590.0,-0.057,0.009000000000000001,0.07400000000000001,296.9,32.73,22.67
p1,387,2020.0,10.0,8.0,14.0,0.0,54.9,2.8,0.7,0.0,8210591.0,-0.057,0.018000000000000002,0.064,297.0,32.73,22.67
p1,388,2020.0,10.0,8.0,14.0,0.0,55.0,2.8,0.7,0.0,8210592.0,-0.057,0.018000000000000002,0.064,297.0,32.73,22.67
p1,389,2020.0,10.0,8.0,14.0,0.0,55.1,2.8,0.7,0.0,8210593.0,-0.038,-0.002,0.083,297.0,32.73,22.67
p1,390,2020.0,10.0,8.0,14.0,0.0,55.2,2.8,0.7,0.0,8210594.0,-0.038,-0.002,0.083,297.0,32.73,22.67
p1,391,2020.0,10.0,8.0,14.0,0.0,55.3,2.8,0.7,0.0,8210595.0,-0.037000000000000005,-0.002,0.083,297.0,32.73,22.67
p1,392,2020.0,10.0,8.0,14.0,0.0,55.4,2.8,0.7,0.0,8210596.0,-0.038,-0.002,0.083,297.0,32.73,22.67
p1,393,2020.0,10.0,8.0,14.0,0.0,55.5,2.8,0.7,0.0,8210597.0,-0.037000000000000005,-0.002,0.083,297.0,32.73,22.67
p1,394,2020.0,10.0,8.0,14.0,0.0,55.6,2.8,0.7,0.0,8210598.0,-0.096,0.018000000000000002,0.083,297.0,32.73,22.7
p1,395,2020.0,10.0,8.0,14.0,0.0,55.7,2.8,0.7,0.0,8210599.0,-0.096,0.018000000000000002,0.083,297.0,32.73,22.67
p1,396,2020.0,10.0,8.0,14.0,0.0,55.8,2.8,0.7,0.0,8210600.0,-0.096,0.018000000000000002,0.083,297.0,32.73,22.67
p1,397,2020.0,10.0,8.0,14.0,0.0,55.9,2.8,0.7,0.0,8210601.0,-0.077,-0.002,0.10800000000000001,297.1,32.73,22.67
p1,398,2020.0,10.0,8.0,14.0,0.0,56.0,2.8,0.7,0.0,8210602.0,-0.077,-0.002,0.10800000000000001,297.1,32.73,22.67
p1,399,2020.0,10.0,8.0,14.0,0.0,56.1,2.8,0.7,0.0,8210603.0,-0.057,0.018000000000000002,0.064,296.9,32.73,22.67
p1,400,2020.0,10.0,8.0,14.0,0.0,56.2,2.8,0.7,0.0,8210604.0,-0.057,0.018000000000000002,0.064,296.9,32.73,22.67
p1,401,2020.0,10.0,8.0,14.0,0.0,56.3,2.8,0.7,0.0,8210605.0,-0.057,0.018000000000000002,0.064,296.9,32.73,22.67
p1,402,2020.0,10.0,8.0,14.0,0.0,56.4,2.8,0.7,0.0,8210606.0,-0.057,0.018000000000000002,0.064,296.9,32.73,22.67
p1,403,2020.0,10.0,8.0,14.0,0.0,56.5,2.8,0.7,0.0,8210607.0,-0.057,0.018000000000000002,0.064,296.9,32.73,22.67
p1,404,2020.0,10.0,8.0,14.0,0.0,56.6,2.8,0.7,0.0,8210608.0,-0.057,0.009000000000000001,0.07400000000000001,296.8,32.73,22.67
