,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,290,2020.0,10.0,8.0,12.0,30.0,32.0,2.8,0.7,0.0,8156362.0,-0.076,-0.33399999999999996,0.177,297.3,31.5,22.87
p1,291,2020.0,10.0,8.0,12.0,30.0,32.1,2.8,0.7,0.0,8156363.0,-0.077,-0.33399999999999996,0.17600000000000002,297.3,31.52,22.87
p1,292,2020.0,10.0,8.0,12.0,30.0,32.2,2.8,0.7,0.0,8156364.0,-0.047,-0.28,0.13699999999999998,297.4,31.52,22.86
p1,293,2020.0,10.0,8.0,12.0,30.0,32.3,2.8,0.7,0.0,8156365.0,-0.045,-0.28,0.138,297.4,31.49,22.87
p1,294,2020.0,10.0,8.0,12.0,30.0,32.4,2.8,0.7,0.0,8156366.0,-0.047,-0.28,0.13699999999999998,297.4,31.48,22.88
p1,295,2020.0,10.0,8.0,12.0,30.0,32.5,2.8,0.7,0.0,8156367.0,-0.017,-0.28,0.107,297.3,31.51,22.87
p1,296,2020.0,10.0,8.0,12.0,30.0,32.6,2.8,0.7,0.0,8156368.0,-0.017,-0.28,0.10800000000000001,297.3,31.52,22.85
p1,297,2020.0,10.0,8.0,12.0,30.0,32.7,2.8,0.7,0.0,8156369.0,-0.046,-0.201,0.13699999999999998,297.3,31.49,22.87
p1,298,2020.0,10.0,8.0,12.0,30.0,32.8,2.8,0.7,0.0,8156370.0,-0.047,-0.20199999999999999,0.138,297.3,31.51,22.87
p1,299,2020.0,10.0,8.0,12.0,30.0,32.9,2.8,0.7,0.0,8156371.0,-0.047,-0.203,0.13699999999999998,297.3,31.52,22.9
p1,300,2020.0,10.0,8.0,12.0,30.0,33.0,2.8,0.7,0.0,8156372.0,-0.018000000000000002,-0.23,0.07400000000000001,297.1,31.51,22.85
p1,301,2020.0,10.0,8.0,12.0,30.0,33.1,2.8,0.7,0.0,8156373.0,-0.018000000000000002,-0.23199999999999998,0.07400000000000001,297.1,31.49,22.87
p1,302,2020.0,10.0,8.0,12.0,30.0,33.2,2.8,0.7,0.0,8156374.0,-0.006999999999999999,-0.192,0.035,297.0,31.5,22.87
p1,303,2020.0,10.0,8.0,12.0,30.0,33.3,2.8,0.7,0.0,8156375.0,-0.008,-0.192,0.035,297.0,31.51,22.86
p1,304,2020.0,10.0,8.0,12.0,30.0,33.4,2.8,0.7,0.0,8156376.0,-0.008,-0.192,0.034,297.0,31.51,22.85
p1,305,2020.0,10.0,8.0,12.0,30.0,33.5,2.8,0.7,0.0,8156377.0,-0.006999999999999999,-0.221,0.064,296.9,31.49,22.87
p1,306,2020.0,10.0,8.0,12.0,30.0,33.6,2.8,0.7,0.0,8156378.0,-0.006999999999999999,-0.222,0.065,296.9,31.51,22.87
p1,307,2020.0,10.0,8.0,12.0,30.0,33.7,2.8,0.7,0.0,8156379.0,-0.027000000000000003,-0.231,0.073,296.9,31.51,22.87
p1,308,2020.0,10.0,8.0,12.0,30.0,33.8,2.8,0.7,0.0,8156380.0,-0.027000000000000003,-0.231,0.07400000000000001,296.9,31.52,22.85
p1,309,2020.0,10.0,8.0,12.0,30.0,33.9,2.8,0.7,0.0,8156381.0,-0.027000000000000003,-0.231,0.073,296.9,31.5,22.86
p1,310,2020.0,10.0,8.0,12.0,30.0,34.0,2.8,0.7,0.0,8156382.0,-0.016,-0.28,0.10800000000000001,297.1,31.49,22.88
p1,311,2020.0,10.0,8.0,12.0,30.0,34.1,2.8,0.7,0.0,8156383.0,-0.018000000000000002,-0.28,0.10800000000000001,297.1,31.57,22.87
p1,312,2020.0,10.0,8.0,12.0,30.0,34.2,2.8,0.7,0.0,8156384.0,-0.057,-0.29,0.13699999999999998,297.0,31.52,22.86
p1,313,2020.0,10.0,8.0,12.0,30.0,34.3,2.8,0.7,0.0,8156385.0,-0.055999999999999994,-0.29,0.13699999999999998,297.0,31.5,22.86
p1,314,2020.0,10.0,8.0,12.0,30.0,34.4,2.8,0.7,0.0,8156386.0,-0.055999999999999994,-0.29,0.138,297.0,31.51,22.87
p1,315,2020.0,10.0,8.0,12.0,30.0,34.5,2.8,0.7,0.0,8156387.0,-0.018000000000000002,-0.28,0.10800000000000001,297.1,31.51,22.87
p1,316,2020.0,10.0,8.0,12.0,30.0,34.6,2.8,0.7,0.0,8156388.0,-0.017,-0.27899999999999997,0.10800000000000001,297.1,31.52,22.85
p1,317,2020.0,10.0,8.0,12.0,30.0,34.7,2.8,0.7,0.0,8156389.0,-0.046,-0.20199999999999999,0.138,297.2,31.49,22.87
p1,318,2020.0,10.0,8.0,12.0,30.0,34.8,2.8,0.7,0.0,8156390.0,-0.047,-0.20199999999999999,0.138,297.2,31.51,22.87
p1,319,2020.0,10.0,8.0,12.0,30.0,34.9,2.8,0.7,0.0,8156391.0,-0.047,-0.20199999999999999,0.13699999999999998,297.2,31.52,22.87
p1,320,2020.0,10.0,8.0,12.0,30.0,35.0,2.8,0.7,0.0,8156392.0,-0.046,-0.20199999999999999,0.13699999999999998,297.3,31.52,22.85
p1,321,2020.0,10.0,8.0,12.0,30.0,35.1,2.8,0.7,0.0,8156393.0,-0.046,-0.20199999999999999,0.13699999999999998,297.3,31.49,22.87
p1,322,2020.0,10.0,8.0,12.0,30.0,35.2,2.8,0.7,0.0,8156394.0,-0.018000000000000002,-0.231,0.07400000000000001,297.1,31.51,22.87
p1,323,2020.0,10.0,8.0,12.0,30.0,35.3,2.8,0.7,0.0,8156395.0,-0.017,-0.231,0.07400000000000001,297.1,31.52,22.86
p1,324,2020.0,10.0,8.0,12.0,30.0,35.4,2.8,0.7,0.0,8156396.0,-0.017,-0.231,0.073,297.1,31.53,22.89
p1,325,2020.0,10.0,8.0,12.0,30.0,35.5,2.8,0.7,0.0,8156397.0,-0.047,-0.20199999999999999,0.138,297.1,31.49,22.87
p1,326,2020.0,10.0,8.0,12.0,30.0,35.6,2.8,0.7,0.0,8156398.0,-0.047,-0.20199999999999999,0.13699999999999998,297.1,31.51,22.87
p1,327,2020.0,10.0,8.0,12.0,30.0,35.7,2.8,0.7,0.0,8156399.0,-0.017,-0.24,0.157,297.2,31.52,22.86
p1,328,2020.0,10.0,8.0,12.0,30.0,35.8,2.8,0.7,0.0,8156400.0,-0.017,-0.242,0.157,297.2,31.51,22.85
p1,329,2020.0,10.0,8.0,12.0,30.0,35.9,2.8,0.7,0.0,8156401.0,-0.017,-0.24100000000000002,0.157,297.2,31.5,22.88
p1,330,2020.0,10.0,8.0,12.0,30.0,36.0,2.8,0.7,0.0,8156402.0,-0.006999999999999999,-0.20199999999999999,0.10800000000000001,297.2,31.51,22.87
p1,331,2020.0,10.0,8.0,12.0,30.0,36.1,2.8,0.7,0.0,8156403.0,-0.008,-0.201,0.10800000000000001,297.2,31.52,22.85
p1,332,2020.0,10.0,8.0,12.0,30.0,36.2,2.8,0.7,0.0,8156404.0,-0.006,-0.203,0.10800000000000001,297.1,31.49,22.87
p1,333,2020.0,10.0,8.0,12.0,30.0,36.3,2.8,0.7,0.0,8156405.0,-0.008,-0.20199999999999999,0.10800000000000001,297.1,31.51,22.87
p1,334,2020.0,10.0,8.0,12.0,30.0,36.4,2.8,0.7,0.0,8156406.0,-0.006999999999999999,-0.20199999999999999,0.107,297.1,31.52,22.86
p1,335,2020.0,10.0,8.0,12.0,30.0,36.5,2.8,0.7,0.0,8156407.0,0.012,-0.201,0.083,297.1,31.51,22.85
p1,336,2020.0,10.0,8.0,12.0,30.0,36.6,2.8,0.7,0.0,8156408.0,0.013000000000000001,-0.20199999999999999,0.084,297.1,31.53,22.87
p1,337,2020.0,10.0,8.0,12.0,30.0,36.7,2.8,0.7,0.0,8156409.0,-0.018000000000000002,-0.23199999999999998,0.073,297.3,31.51,22.87
p1,338,2020.0,10.0,8.0,12.0,30.0,36.8,2.8,0.7,0.0,8156410.0,-0.017,-0.231,0.07400000000000001,297.3,31.52,22.86
p1,339,2020.0,10.0,8.0,12.0,30.0,36.9,2.8,0.7,0.0,8156411.0,-0.017,-0.231,0.07400000000000001,297.3,31.49,22.87
p1,340,2020.0,10.0,8.0,12.0,30.0,37.0,2.8,0.7,0.0,8156412.0,-0.047,-0.28,0.045,297.1,31.5,22.87
p1,341,2020.0,10.0,8.0,12.0,30.0,37.1,2.8,0.7,0.0,8156413.0,-0.046,-0.28,0.044000000000000004,297.1,31.51,22.87
p1,342,2020.0,10.0,8.0,12.0,30.0,37.2,2.8,0.7,0.0,8156414.0,-0.046,-0.192,0.064,297.1,31.51,22.85
p1,343,2020.0,10.0,8.0,12.0,30.0,37.3,2.8,0.7,0.0,8156415.0,-0.046,-0.192,0.065,297.1,31.49,22.88
p1,344,2020.0,10.0,8.0,12.0,30.0,37.4,2.8,0.7,0.0,8156416.0,-0.047,-0.193,0.065,297.1,31.51,22.87
p1,345,2020.0,10.0,8.0,12.0,30.0,37.5,2.8,0.7,0.0,8156417.0,-0.006999999999999999,-0.192,0.034,297.0,31.52,22.86
p1,346,2020.0,10.0,8.0,12.0,30.0,37.6,2.8,0.7,0.0,8156418.0,-0.006999999999999999,-0.191,0.035,297.0,31.5,22.85
p1,347,2020.0,10.0,8.0,12.0,30.0,37.7,2.8,0.7,0.0,8156419.0,-0.006999999999999999,-0.20199999999999999,0.11800000000000001,296.9,31.49,22.88
p1,348,2020.0,10.0,8.0,12.0,30.0,37.8,2.8,0.7,0.0,8156420.0,-0.008,-0.201,0.11800000000000001,296.9,31.51,22.87
p1,349,2020.0,10.0,8.0,12.0,30.0,37.9,2.8,0.7,0.0,8156421.0,-0.008,-0.201,0.11699999999999999,296.9,31.54,22.9
p1,350,2020.0,10.0,8.0,12.0,30.0,38.0,2.8,0.7,0.0,8156422.0,0.013000000000000001,-0.281,0.084,296.9,31.5,22.88
p1,351,2020.0,10.0,8.0,12.0,30.0,38.1,2.8,0.7,0.0,8156423.0,0.012,-0.28,0.083,296.9,31.52,22.87
p1,352,2020.0,10.0,8.0,12.0,30.0,38.2,2.8,0.7,0.0,8156424.0,-0.057,-0.14400000000000002,0.044000000000000004,296.9,31.52,22.87
p1,353,2020.0,10.0,8.0,12.0,30.0,38.3,2.8,0.7,0.0,8156425.0,-0.057,-0.14400000000000002,0.044000000000000004,296.9,31.52,22.87
p1,354,2020.0,10.0,8.0,12.0,30.0,38.4,2.8,0.7,0.0,8156426.0,-0.057,-0.14400000000000002,0.044000000000000004,296.9,31.52,22.87
p1,355,2020.0,10.0,8.0,12.0,30.0,38.5,2.8,0.7,0.0,8156427.0,-0.047,-0.051,0.073,296.9,31.53,22.87
p1,356,2020.0,10.0,8.0,12.0,30.0,38.6,2.8,0.7,0.0,8156428.0,-0.047,-0.051,0.07400000000000001,296.9,31.53,22.87
p1,357,2020.0,10.0,8.0,12.0,30.0,38.7,2.8,0.7,0.0,8156429.0,-0.018000000000000002,-0.040999999999999995,0.044000000000000004,296.9,31.53,22.87
p1,358,2020.0,10.0,8.0,12.0,30.0,38.8,2.8,0.7,0.0,8156430.0,-0.018000000000000002,-0.040999999999999995,0.044000000000000004,296.9,31.53,22.87
p1,359,2020.0,10.0,8.0,12.0,30.0,38.9,2.8,0.7,0.0,8156431.0,-0.018000000000000002,-0.040999999999999995,0.044000000000000004,296.9,31.53,22.87
p1,360,2020.0,10.0,8.0,12.0,30.0,39.0,2.8,0.7,0.0,8156432.0,-0.027999999999999997,-0.002,0.025,296.9,31.53,22.87
p1,361,2020.0,10.0,8.0,12.0,30.0,39.1,2.8,0.7,0.0,8156433.0,-0.027999999999999997,-0.002,0.025,296.9,31.54,22.87
p1,362,2020.0,10.0,8.0,12.0,30.0,39.2,2.8,0.7,0.0,8156434.0,-0.008,-0.07,0.064,296.9,31.53,22.87
p1,363,2020.0,10.0,8.0,12.0,30.0,39.3,2.8,0.7,0.0,8156435.0,-0.008,-0.071,0.064,296.9,31.53,22.87
p1,364,2020.0,10.0,8.0,12.0,30.0,39.4,2.8,0.7,0.0,8156436.0,-0.008,-0.07,0.064,296.9,31.53,22.87
p1,365,2020.0,10.0,8.0,12.0,30.0,39.5,2.8,0.7,0.0,8156437.0,-0.027999999999999997,-0.07,0.083,297.0,31.53,22.87
p1,366,2020.0,10.0,8.0,12.0,30.0,39.6,2.8,0.7,0.0,8156438.0,-0.027999999999999997,-0.07,0.083,297.0,31.53,22.87
p1,367,2020.0,10.0,8.0,12.0,30.0,39.7,2.8,0.7,0.0,8156439.0,-0.008,-0.07,0.064,296.9,31.53,22.87
p1,368,2020.0,10.0,8.0,12.0,30.0,39.8,2.8,0.7,0.0,8156440.0,-0.008,-0.07,0.064,296.9,31.53,22.87
p1,369,2020.0,10.0,8.0,12.0,30.0,39.9,2.8,0.7,0.0,8156441.0,-0.008,-0.071,0.064,296.9,31.53,22.87
p1,370,2020.0,10.0,8.0,12.0,30.0,40.0,2.8,0.7,0.0,8156442.0,-0.008,-0.071,0.064,296.9,31.53,22.87
p1,371,2020.0,10.0,8.0,12.0,30.0,40.1,2.8,0.7,0.0,8156443.0,-0.008,-0.071,0.064,296.9,31.53,22.87
p1,372,2020.0,10.0,8.0,12.0,30.0,40.2,2.8,0.7,0.0,8156444.0,-0.008,-0.032,0.11699999999999999,296.9,31.53,22.87
